Type,Text,C3,C4,C5
ham,All e best 4 ur driving tmr :-),,,
ham,"That's good, because I need drugs",,,
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,,,
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",,,
ham,Why de. You looking good only:-)..,,,
ham,No probably  &lt;#&gt; %.,,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,Where wuld I be without my baby? The thought alone mite break me and I don��t wanna go crazy but everyboy needs his lady xxxxxxxx,,,
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,,,
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),,,
ham,Is it your yahoo boys that bring in the perf? Or legal.,,,
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop",,,
ham,Yes we are chatting too.,,,
spam,"You are a �1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
ham,I'm in chennai velachery:),,,
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",,,
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
ham,Now get step 2 outta the way. Congrats again.,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,Nice.nice.how is it working?,,,
ham,"Excellent, I'll see what riley's plans are",,,
ham,"Hmm well, night night ",,,
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,,,
ham,LOL what happens in Vegas stays in vegas,,,
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",,,
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,,,
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,
spam,"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,Anything lar...,,,
ham,How do you guys go to see movies on your side.,,,
ham,Lol no. Just trying to make your day a little more interesting,,,
ham,When're you guys getting back? G said you were thinking about not staying for mcr,,,
ham,Would me smoking you out help us work through this difficult time,,,
ham,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900),,,
ham,Yunny i'm walking in citylink now �_ faster come down... Me very hungry...,,,
ham,Boo what time u get out? U were supposed to take me shopping today. :(,,,
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
ham,I pocked you up there before,,,
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",,,
ham,"Ela kano.,il download, come wen ur free..",,,
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,,,
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",,,
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,,,
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",,,
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
ham,Talk to g and x about that,,,
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,
ham,What r u cooking me for dinner?,,,
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd," but watever u shared should be true\""....""",,
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or �10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",,,
ham,I am in your office na.,,,
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,Its just the effect of irritation. Just ignore it,,,
ham,S:)s.nervous  &lt;#&gt; :),,,
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,,,
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,,,
ham,This weekend is fine (an excuse not to do too much decorating),,,
ham,So u gonna get deus ex?,,,
ham,Cant think of anyone with * spare room off * top of my head,,,
spam,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+",,,
ham,Dear got train and seat mine lower seat,,,
ham,Then anything special?,,,
ham,I wait 4 �_ inside da car park...,,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,TELL HER I SAID EAT SHIT.,,,
ham,No plans yet. What are you doing ?,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",,,
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
ham,K..i deleted my contact that why?,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,Oh god..taken the teeth?is it paining,,,
ham,So �_'ll be submitting da project tmr rite?,,,
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,,,
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",,,
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,,,
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
ham,Well i will watch shrek in 3D!!B),,,
ham,Why did I wake up on my own &gt;:(,,,
ham,Sorry * was at the grocers.,,,
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
ham,Sweet heart how are you?,,,
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
ham,I've sent �_ my part..,,,
ham,Lol for real. She told my dad I have cancer,,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,Will do. Have a good day,,,
ham,Tell dear what happen to you. Why you talking to me like an alian,,,
ham,Thank god they are in bed!,,,
ham,I know a few people I can hit up and fuck to the yes,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,,,
ham,"Sorry,in meeting I'll call later",,,
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,Oh. U must have taken your REAL Valentine out shopping first.,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,cool. We will have fun practicing making babies!,,,
ham,Cuz ibored. And don wanna study,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,,,
ham,Merry christmas to u too annie!,,,
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",,,
ham,"Nah man, my car is meant to be crammed full of people",,,
ham,Hey r �_ still online? I've finished the formatting...,,,
ham,"Sorry, I'll call later",,,
ham,��_ and don���t worry we���ll have finished by march ��_ ish!,,,
ham,Are you this much buzy,,,
ham,Maybe you should find something else to do instead???,,,
ham,Where are the garage keys? They aren't on the bookshelf,,,
ham,Y lei?,,,
ham,Wish i were with you now!,,,
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,,,
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,
ham,"Well, I was about to give up cos they all said no they didn���t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,When are you guys leaving?,,,
ham,Ok lor but not too early. Me still having project meeting now.,,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,,,
ham,Sorry about that this is my mates phone and i didnt write it love Kate,,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",,,
ham,But if she.s drinkin i'm ok.,,,
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,,,
ham,Jordan got voted out last nite!,,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,,,
spam,"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,,,
ham,:-( that's not v romantic!,,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,,,
ham,If i not meeting �_ all rite then i'll go home lor. If �_ dun feel like comin it's ok.,,,
ham,And how's your husband.,,,
ham,THIS IS A LONG FUCKIN SHOWR,,,
ham,Ho ho - big belly laugh! See ya tomo,,,
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",,,
ham,I WILL CAL YOU SIR. In meeting,,,
ham,Jay's getting really impatient and belligerent,,,
ham,Que pases un buen tiempo or something like that,,,
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,
ham,Where do you need to go to get it?,,,
spam,FROM 88066 LOST �12 HELP,,,
ham,Dude sux for snake. He got old and raiden got buff,,,
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",,,
ham,Gudnite....tc...practice going on,,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
ham,K..k:)how about your training process?,,,
ham,"Me, i dont know again oh",,,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
ham,Yo we are watching a movie on netflix,,,
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,,,
ham,"Sorry battery died, yeah I'm here",,,
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
ham,"What part of \don't initiate\"" don't you understand""",,,
ham,I borrow ur bag ok.,,,
ham,Hey do you want anything to buy:),,,
ham,"I'm a guy, browsin is compulsory",,,
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,,,
ham,Dont know you bring some food,,,
ham,Ya had just now.onion roast.,,,
ham,If I was I wasn't paying attention,,,
ham,Nothing. Can...,,,
ham,Where r e meeting tmr?,,,
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,,,
ham,Is toshiba portege m100 gd?,,,
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",,,
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,,,
ham,Great. Have a safe trip. Dont panic surrender all.,,,
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",,,
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,Or I guess  &lt;#&gt;  min,,,
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,Do you want bold 2 or bb torch,,,
ham,"I've got  &lt;#&gt; , any way I could pick up?",,,
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,,,
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born", GOD said," \""OH No! COMPETITION\"". Who knew"," one day these two will become FREINDS FOREVER!"""
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
ham,How much you got for cleaning,,,
ham,"It's ok, at least armand's still around",,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
ham,Staff of placement training in Amrita college.,,,
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,Yes. that will be fine. Love you. Be safe.,,,
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",,,
ham,Its too late:)but its k.wish you the same.,,,
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",,,
ham,"I hav almost reached. Call, i m unable to connect u.",,,
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,,,
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,,,
ham,Ok that's great thanx a lot.,,,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
ham,I'm working technical support :)voice process.networking field.,,,
ham,Re your call; You didn't see my facebook huh?,,,
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,
ham,Sorry me going home first... Daddy come fetch �_ later...,,,
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",,,
ham,K. I will sent it again,,,
spam,FREE entry into our �250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,,,
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,,,
ham,"I'll see, but prolly yeah",,,
ham,Also hi wesley how've you been,,,
ham,S da..al r above  &lt;#&gt;,,,
ham,Oh god i am happy to see your message after 3 days,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
ham,Crucify is c not s. You should have told me earlier.,,,
spam,"URGENT! Your mobile No *********** WON a �2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",,,
ham,I'm job profile seems like bpo..,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
spam,Win a �1000 cash prize or a prize worth �5000,,,
ham,You are not bothering me but you have to trust my answers. Pls.,,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,It is only yesterday true true.,,,
ham,"aight we can pick some up, you open before tonight?",,,
ham,Package all your programs well,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,No..he joined today itself.,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
ham,"Oh... Icic... K lor, den meet other day...",,,
ham,I'm very happy for you babe ! Woo hoo party on dude!,,,
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,,,
ham,I need details about that online job.,,,
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,,,
ham,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,
ham,"\Thinking of u ;) x\""""",,,
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,,,
ham,I want to go to perumbavoor,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Ok i vl..do u know i got adsense approved..,,,
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. �1.50 SP:Tyrone,,,
ham,ok. I am a gentleman and will treat you with dignity and respect.,,,
ham,"Aight, let me know when you're gonna be around usf",,,
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
ham,"No my blankets are sufficient, thx",,,
ham,I am waiting for your call sir.,,,
ham,"Haha awesome, omw back now then",,,
ham,In meeting da. I will call you,,,
ham,Honey boo I'm missing u.,,,
ham,26th OF JULY,,,
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
ham,Jus finish blowing my hair. U finish dinner already?,,,
ham,Dont you have message offer,,,
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,,,
ham,I know you are serving. I mean what are you doing now.,,,
ham,Where r we meeting?,,,
ham,You do your studies alone without anyones help. If you cant no need to study.,,,
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,,,
ham,Ok set let u noe e details later...,,,
ham,Nope. Meanwhile she talk say make i greet you.,,,
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",,,
ham,Customer place i will call you.,,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",,,
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,
ham,Unless it's a situation where YOU GO GURL would be more appropriate,,,
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,Did u got that persons story,,,
ham,Erm. I thought the contract ran out the4th of october.,,,
ham,When u wana see it then,,,
ham,have you ever had one foot before?,,,
ham,Dear good morning now only i am up,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50,,,
ham,Which is weird because I know I had it at one point,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,
ham,"St andre, virgil's cream",,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,
ham,Free any day but i finish at 6 on mon n thurs...,,,
ham,"Merry Christmas to you too babe, i love ya *kisses*",,,
ham,10 min later k...,,,
ham,I'm hungry buy smth home...,,,
ham,Oh ok no prob..,,,
ham,Yes i will be there. Glad you made it.,,,
ham,Really good:)dhanush rocks once again:),,,
ham,So do you have samus shoulders yet,,,
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",,,
ham,Raviyog Peripherals bhayandar east,,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,,,
ham,Don know..he is watching film in computer..,,,
ham,They did't play one day last year know even though they have very good team.. Like india.,,,
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
ham,Can not use foreign stamps in this country. Good lecture .,,,
spam,"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,
ham,Its normally hot mail. Com you see!,,,
ham,Please sen :)my kind advice :-)please come here and try:-),,,
ham,Pls dont restrict her from eating anythin she likes for the next two days.,,,
ham,Wait.i will come out.. &lt;#&gt;  min:),,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,
ham,"It���s reassuring, in this crazy world.",,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",,,
ham,"Haven't seen my facebook, huh? Lol!",,,
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
ham,�� eatin later but i'm eatin wif my frens now lei... �� going home first? ,,,
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
ham,I will come tomorrow di,,,
ham,What you thinked about me. First time you saw me in class.,,,
ham,If i said anything wrong sorry de:-),,,
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
ham,Dude im no longer a pisces. Im an aquarius now.,,,
ham,Pls call me da. What happen.,,,
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",,,
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,,,
