Type,Text,C3,C4,C5
ham,"Aight will do, thanks again for comin out",,,
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",,,
ham,"K I'm ready,  &lt;#&gt; ?",,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,Hi where you. You in home or calicut?,,,
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,,,
ham,7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..,,,
ham,Where r we meeting?,,,
ham,No no. I will check all rooms befor activities,,,
ham,We're finally ready fyi,,,
ham,I love to cuddle! I want to hold you in my strong arms right now...,,,
ham,He is a womdarfull actor,,,
spam,"Win the newest ���Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",,,
ham,"Alright, I'll head out in a few minutes, text me where to meet you",,,
ham,Go where n buy? Juz buy when we get there lar.,,,
ham,K:)k:)good:)study well.,,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,,,
ham,Wanna do some art?! :D,,,
ham,"Nah I don't think he goes to usf, he lives around here though",,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
ham,soon you will have the real thing princess! Do i make you wet? :),,,
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",,,
ham,"Okey dokey, i���ll be over in a bit just sorting some stuff out.",,,
ham,University of southern california.,,,
ham,Gud mrng dear hav a nice day,,,
ham,Oh k :)why you got job then whats up?,,,
ham,What is this 'hex' place you talk of? Explain!,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
ham,Oh great. I.ll disturb him more so that we can talk.,,,
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,
ham,Din i tell u jus now 420,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Now got tv 2 watch meh? U no work today?,,,
ham,Thank you baby! I cant wait to taste the real thing...,,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,,,
ham,Wot about on wed nite I am 3 then but only til 9!,,,
ham,Every day i use to sleep after  &lt;#&gt;  so only.,,,
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,,,
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,,,
ham,She went to attend another two rounds today..but still did't reach home..,,,
ham,I know she called me,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",,,
ham,I want to be inside you every night...,,,
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",,,
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,,,
ham,K k :-):-) then watch some films.,,,
ham,Boo what time u get out? U were supposed to take me shopping today. :(,,,
spam,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
ham,Love it! The girls at the office may wonder why you are smiling but sore...,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
ham,Why did I wake up on my own &gt;:(,,,
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",,,
ham,Shall i come to get pickle,,,
ham,We r outside already.,,,
ham,I am going to sleep. I am tired of travel.,,,
ham,Oops my phone died and I didn't even know. Yeah I like it better.,,,
ham,Were trying to find a Chinese food place around here,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...,,,
ham,"I'm back, lemme know when you're ready",,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
ham,Will �_ b going to esplanade fr home?,,,
ham,Watching tv lor...,,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",,,
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,,,
ham,Captain is in our room:),,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,G wants to know where the fuck you are,,,
ham,Dude we should go sup again,,,
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,,,
ham,"Yo, the game almost over? Want to go to walmart soon",,,
ham,I dunno until when... Lets go learn pilates...,,,
ham,I know you are serving. I mean what are you doing now.,,,
ham,Den wat will e schedule b lk on sun?,,,
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",,,
ham,How long does it take to get it.,,,
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",,,
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,
ham,Tell me pa. How is pain de.,,,
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),,,
ham,We have pizza if u want,,,
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
ham,\YEH I AM DEF UP4 SOMETHING SAT,"JUST GOT PAYED2DAY & I HAVBEEN GIVEN A�50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\""""",,
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,
ham,"Sorry, I'll call later  &lt;#&gt; mins",,,
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,
ham,U calling me right? Call my hand phone...,,,
ham,I know you are. Can you pls open the back?,,,
ham,Leave it. U will always be ignorant.,,,
ham,Ok then i will come to ur home after half an hour,,,
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
ham,Hmmm:)how many players selected?,,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,,,
ham,Very hurting n meaningful lines ever: \I compromised everything for my love," But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""",,
ham,Whatsup there. Dont u want to sleep,,,
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",,,
ham,Ok no prob...,,,
ham,A guy who gets used but is too dumb to realize it.,,,
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
ham,Was the actual exam harder than NBME,,,
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,
spam,Thanks for your subscription to Ringtone UK your mobile will be charged �5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,,,
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
ham,Bugis oso near wat... ,,,
ham,What you doing?how are you?,,,
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,
ham,Yes. Last  practice,,,
ham,No problem. How are you doing?,,,
ham,Ard 515 like dat. Y?,,,
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,,,
ham,Depends on where u going lor.,,,
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,,,
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,,,
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,,,
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
ham,Well i will watch shrek in 3D!!B),,,
ham,Yeah sure I'll leave in a min,,,
ham,I said its okay. Sorry,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,,
ham,Its too late:)but its k.wish you the same.,,,
ham,U're welcome... Caught u using broken english again...,,,
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",,,
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,
ham,Did u got that persons story,,,
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",,,
ham,Actually I decided I was too hungry so I haven't left yet :V,,,
ham,What about this one then.,,,
ham,Shb b ok lor... Thanx...,,,
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,,,
ham,I dont understand your message.,,,
ham,I dled 3d its very imp,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
ham,Will do. Have a good day,,,
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,,,
ham,Y so late but i need to go n get da laptop...,,,
ham,Prepare to be pounded every night...,,,
ham,Ok. I.ll do you right later.,,,
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",,,
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,,,
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,
ham,"Sorry, I'll call later",,,
ham,I am great! How are you?,,,
ham,Hey i will be late ah... Meet you at 945+,,,
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,
ham,Have you bookedthe hut? And also your time off? How are you by the way?,,,
ham,Havent still waitin as usual... �� come back sch oredi?,,,
ham,�� neva tell me how i noe... I'm not at home in da aft wat... ,,,
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award,,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,Then �_ come n pick me at 530 ar?,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,Do u noe how 2 send files between 2 computers?,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,"Sounds good, keep me posted",,,
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
ham,Raviyog Peripherals bhayandar east,,,
ham,Ugh I don't wanna get out of bed. It's so warm.,,,
ham,i want to grasp your pretty booty :),,,
ham,Oh all have to come ah?,,,
ham,"Velly good, yes please!",,,
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )",,,
ham,"\Are you comingdown later?\""""",,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over �1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",,,
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,Same as kallis dismissial in 2nd test:-).,,,
spam,"Congratulations! Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,
ham,Do u hav any frnd by name ashwini in ur college?,,,
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,Yeah I can still give you a ride,,,
ham,See the forwarding message for proof,,,
ham,Hi :)finally i completed the course:),,,
ham,How much would it cost to hire a hitman,,,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",,,
ham,This pain couldn't have come at a worse time.,,,
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
ham,Doing project w frens lor. ,,,
ham,I know that my friend already told that.,,,
ham,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve.."""
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\""""",,,
ham,Nope watching tv at home... Not going out. V bored...,,,
ham,Free any day but i finish at 6 on mon n thurs...,,,
ham,You best watch what you say cause I get drunk as a motherfucker,,,
ham,Don no da:)whats you plan?,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,,,
ham,Annoying isn't it.,,,
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,2 laptop... I noe infra but too slow lar... I wan fast one,,,
ham,Your pussy is perfect!,,,
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
ham,Nvm it's ok...,,,
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,How much is torch in 9ja.,,,
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",,,
ham,Ok how you dear. Did you call chechi,,,
ham,Now project pa. After that only i can come.,,,
ham,Tell them no need to investigate about me anywhere.,,,
ham,Just got outta class gonna go gym.,,,
ham,Yes i thought so. Thanks.,,,
ham,Those were my exact intentions,,,
ham,"Ya tel, wats ur problem..",,,
ham,Noice. Text me when you're here,,,
ham,"Hiya, probably coming home * weekend after next",,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,Just now saw your message.it k da:),,,
ham,Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,Ill be there on  &lt;#&gt;  ok.,,,
ham,�� come lt 25 n pass to me lar,,,
ham,I'm fine. Hope you are also,,,
spam,"You are a �1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
spam,RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,,,
ham,Can i meet �_ at 5.. As 4 where depends on where �_ wan 2 in lor..,,,
ham,Oh ok..,,,
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,
ham,No. Did you multimedia message them or e-mail?,,,
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",,,
ham,I've told you everything will stop. Just dont let her get dehydrated.,,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
ham,Home so we can always chat,,,
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,Just glad to be talking to you.,,,
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,Are you coming to day for class.,,,
ham,Sounds great! Im going to sleep now. Have a good night!,,,
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,,,
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,,,
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",,,
ham,"Just checked out, heading out to drop off my stuff now",,,
ham,Alright. I'm out--have a good night!,,,
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,
ham,I'm at home. Please call,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,cool. We will have fun practicing making babies!,,,
ham,Pandy joined 4w technologies today.he got job..,,,
ham,Yes:)sura in sun tv.:)lol.,,,
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
ham,Umma. Did she say anything,,,
ham,Ok lor. I'm in town now lei.,,,
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,What???? Hello wats talks email address?,,,
ham,I'm good. Have you registered to vote?,,,
ham,Nothing just getting msgs by dis name wit different no's..,,,
ham,Hahaha..use your brain dear,,,
ham,Indeed and by the way it was either or - not both !,,,
ham,"Sorry, I'll call later in meeting.",,,
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",,,
ham,Detroit. The home of snow. Enjoy it.,,,
ham,Oh wow thats gay. Will firmware update help,,,
ham,I don't know but I'm raping dudes at poker,,,
ham,Lol where do u come up with these ideas?,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,,,
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,,,
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
ham,Prakesh is there know.,,,
ham,Crucify is c not s. You should have told me earlier.,,,
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,,,
ham,Wait . I will msg after  &lt;#&gt;  min.,,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
ham,Pick you up bout 7.30ish? What time are  and that going?,,,
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,
ham,"Sorry, I'll call later ok bye",,,
ham,Dear how is chechi. Did you talk to her,,,
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,,,
ham,"Aight, text me tonight and we'll see what's up",,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,,,
ham,Anything lor but toa payoh got place 2 walk meh...,,,
ham,Unni thank you dear for the recharge..Rakhesh,,,
ham,Yes. I come to nyc for audiitions and am trying to relocate.,,,
ham,I wont. So wat's wit the guys,,,
ham,Nah im goin 2 the wrks with j wot bout u?,,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
ham,Asking do u knw them or nt? May be ur frnds or classmates?,,,
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,,,
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,,,
ham,Well she's in for a big surprise!,,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,I'm in a movie... Collect car oredi...,,,
ham,TaKe CaRE n gET WeLL sOOn,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,Oh ok wait 4 me there... My lect havent finish,,,
ham,"What part of \don't initiate\"" don't you understand""",,,
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,
spam,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,,,
ham,Po de :-):):-):-):-). No need job aha.,,,
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,,,
ham,You call times job today ok umma and ask them to speed up,,,
ham,Prepare to be pleasured :),,,
ham,Tmrw. Im finishing 9 doors,,,
